legal_entity_id,hospital_legal_entity_name,aliases_or_campus_names,institution_category,province,province_en,city,city_en,tertiary_grade_a_analysis_start_year,primary_source_urls
C48LE0003,昆明同仁医院,,general_hospital,云南省,Yunnan,昆明市,Kunming,2023,https://www.kmtrh.org/front/hospital/231.shtml
C48LE0004,昆明安琪儿妇产医院,,specialized_hospital,云南省,Yunnan,昆明市,Kunming,2021,https://kunming.cn/news/c/2021-03-01/13169756.shtml
C48LE0005,昆明市第二人民医院,云南康复医院,specialized_hospital,云南省,Yunnan,昆明市,Kunming,2020,https://csp.ncmi.cn/WebManage/StrokeRecognition/CzdtUUDetailWeb?uid=24994
C48LE0006,玉溪市第二人民医院,,specialized_hospital,云南省,Yunnan,玉溪市,Yuxi,2017,https://www.ylrj.cn/hospital/400735.html
C48LE0007,红河哈尼族彝族自治州第二人民医院,红河州第二人民医院;红河州精神病医院（前身）,specialized_hospital,云南省,Yunnan,红河哈尼族彝族自治州,Honghe Hani and Yi Autonomous Prefecture,2017,https://www.hh.gov.cn/info/11371/1203492.htm
C48LE0008,迪庆藏族自治州人民医院,迪庆州人民医院,general_hospital,云南省,Yunnan,迪庆藏族自治州,Diqing Tibetan Autonomous Prefecture,2020,https://hzjl.sh.gov.cn/n1311/20221224/c81f7b2ce0544b3ca2598cda6439deff.html
C48LE0009,包头市第三医院,包头市传染病医院,specialized_hospital,内蒙古自治区,Inner Mongolia,包头市,Baotou,2022,https://s.dayi.org.cn/mip/s/hospital/1156077.html
C48LE0010,内蒙古自治区第四医院,内蒙古自治区胸科医院,specialized_hospital,内蒙古自治区,Inner Mongolia,呼和浩特市,Huhehaote,2014,https://economy.nmgnews.com.cn/system/2019/11/13/012804077.shtml
C48LE0011,呼和浩特市第二医院,呼和浩特市传染病医院,specialized_hospital,内蒙古自治区,Inner Mongolia,呼和浩特市,Huhehaote,2017,https://www.dayi.org.cn/hospital/1131567?from=sg
C48LE0012,通辽市传染病医院,通辽市第六人民医院,specialized_hospital,内蒙古自治区,Inner Mongolia,通辽市,Tongliao,2023,https://www.tongliao.gov.cn/zwgk/zfxxgk/fdzdgknr/zdlyxx/ggqsydwxxgk/wsjkly/202302/t20230224_137135.html
C48LE0013,鄂尔多斯市中医医院,,traditional_chinese_medicine_hospital,内蒙古自治区,Inner Mongolia,鄂尔多斯市,Eerduosi,2020,https://www.nmgyyxh.org.cn/nmgyyxh/zcfg/686cdcc3f266ba2c90c83f35.shtml
C48LE0015,北京市健宫医院,,traditional_chinese_and_western_medicine_hospital,北京市,Beijing,北京市,Beijing,2024,https://zyj.beijing.gov.cn/sy/tzgg/202412/t20241216_3966691.html
C48LE0016,北京朝阳中西医结合急诊抢救医院,,traditional_chinese_and_western_medicine_hospital,北京市,Beijing,北京市,Beijing,2023,https://zyj.beijing.gov.cn/sy/tzgg/202311/t20231114_3301174.html
C48LE0017,白山市中医院,长春中医药大学附属白山医院,traditional_chinese_medicine_hospital,吉林省,Jilin,白山市,Baishan,2023,https://jltcm.jl.gov.cn/zwgk/gsgg/202306/t20230620_2384643.html
C48LE0018,长春中医药大学附属第三临床医院,,traditional_chinese_medicine_hospital,吉林省,Jilin,长春市,Changchun,2023,https://jltcm.jl.gov.cn/zwgk/gsgg/202306/t20230620_2384643.html
C48LE0019,亳州市中医院,安徽中医药大学附属亳州中医院,traditional_chinese_medicine_hospital,安徽省,Anhui,亳州市,Bozhou,2019,https://www.sohu.com/a/352143502_120424507
C48LE0020,蒙城县中医院,亳州市第二中医院,traditional_chinese_medicine_hospital,安徽省,Anhui,亳州市,Bozhou,2023,https://www.mcxzyy.com/show.aspx?cid=100&tid=723
C48LE0021,安徽省胸科医院,,specialized_hospital,安徽省,Anhui,合肥市,Hefei,2022,https://ah.people.com.cn/n2/2022/0812/c358325-40078051.html
C48LE0022,安徽省皖南康复医院（芜湖市第五人民医院）,皖南医学院附属皖南康复医院,specialized_hospital,安徽省,Anhui,芜湖市,Wuhu,2023,https://wsjkw.wuhu.gov.cn/xwdt/bmyw/8402336.html
C48LE0023,蚌埠市第一人民医院,,general_hospital,安徽省,Anhui,蚌埠市,Bengbu,2022,https://www.xyl2002.com/zpxq/27261.html
C48LE0024,安徽医科大学附属阜阳医院,,general_hospital,安徽省,Anhui,阜阳市,Fuyang,2023,https://www.ahmu.edu.cn/2023/0407/c4325a135209/page.htm
C48LE0025,阜阳市中医医院,,traditional_chinese_medicine_hospital,安徽省,Anhui,阜阳市,Fuyang,2023,https://ah.people.com.cn/n2/2023/0621/c358428-40465096.html
C48LE0026,临沂市精神卫生中心（临沂市第四人民医院）,临沂市第四人民医院,specialized_hospital,山东省,Shandong,临沂市,Linyi,2015,https://wsjsw.linyi.gov.cn/info/1007/14140.htm
C48LE0027,临沂市肿瘤医院,,specialized_hospital,山东省,Shandong,临沂市,Linyi,2016,https://www.lyzlyy.net/news/512.html
C48LE0028,威海市立医院,,general_hospital,山东省,Shandong,威海市,Weihai,2014,https://wsjkw.weihai.gov.cn/art/2024/8/9/art_78865_4802626.html
C48LE0029,中国中医科学院西苑医院济宁医院（济宁市中医院）,济宁市中医院;中国中医科学院西苑医院济宁医院,traditional_chinese_medicine_hospital,山东省,Shandong,济宁市,Jining,2016,https://www.jnszyy.com/view.php?id=664
C48LE0030,曲阜市中医院,,traditional_chinese_medicine_hospital,山东省,Shandong,济宁市,Jining,2014,https://www.jining.gov.cn/art/2026/4/27/art_91311_2804736.html
C48LE0031,高密市中医院,,traditional_chinese_medicine_hospital,山东省,Shandong,潍坊市,Weifang,2024,https://wfgmszyy.cn/web/1002.html
C48LE0033,烟台市心理康复医院,烟台市精神卫生中心,specialized_hospital,山东省,Shandong,烟台市,Yantai,2016,https://www.ytsjsws.cn/news_detail/369.html
C48LE0035,东阿县人民医院,,general_hospital,山东省,Shandong,聊城市,Liaocheng,2024,https://www.netbig.top/thread-65109-76-1.html
C48LE0036,山东大学齐鲁第三医院,山东大学齐鲁医院（青岛）;山东大学齐鲁医院青岛院区,general_hospital,山东省,Shandong,青岛市,Qingdao,2024,https://www.netbig.top/thread-65109-76-1.html
C48LE0037,太原市第四人民医院,山西医科大学附属肺科医院;太原市结核病医院;山西省结核病防治中心,specialized_hospital,山西省,Shanxi,太原市,Taiyuan,2014,https://hospital.tyut.edu.cn/info/1013/1144.htm
C48LE0038,忻州市中医医院,忻州市中医院,traditional_chinese_medicine_hospital,山西省,Shanxi,忻州市,Xinzhou,2014,https://wjw.shanxi.gov.cn/zfxxgk/fdzdgknr/gggs/202203/t20220310_5279805.shtml
C48LE0039,晋中市中医院,山西中医药大学附属晋中医院,traditional_chinese_medicine_hospital,山西省,Shanxi,晋中市,Jinzhong,2018,https://www.sxtcm.edu.cn/ylfw.htm
C48LE0040,佛山市口腔医院,佛山大学附属口腔医院,specialized_hospital,广东省,Guangdong,佛山市,Foshan,2024,https://www.foshannews.net/fsxwfb/index/pic/202407/t20240721_6418316.html
C48LE0041,广东省职业病防治院,,specialized_hospital,广东省,Guangdong,广州市,Guangzhou,2023,https://www.gdpcc.com/index.php/Index/article/column_id/11.html
C48LE0042,广州中医药大学第一附属医院白云医院,广州市白云区中医院,traditional_chinese_medicine_hospital,广东省,Guangdong,广州市,Guangzhou,2024,https://wjw.gz.gov.cn/xxgk/tzgg/content/post_10044085.html
C48LE0043,广州医科大学附属市八医院,广州市第八人民医院,specialized_hospital,广东省,Guangdong,广州市,Guangzhou,2024,https://mp.weixin.qq.com/s/DCDQlzb17JQ4fL_h3I9RQQ
C48LE0044,惠州市第六人民医院,,general_hospital,广东省,Guangdong,惠州市,Huizhou,2023,https://static.nfnews.com/content/202312/02/c8362442.html?enterColumnId=100
C48LE0045,中山大学附属第三医院粤东医院,梅县区人民医院,general_hospital,广东省,Guangdong,梅州市,Meizhou,2018,https://www.sysu.edu.cn/news/info/2161/546091.htm
C48LE0046,汕头大学·香港中文大学联合汕头国际眼科中心,汕头国际眼科中心,specialized_hospital,广东省,Guangdong,汕头市,Shantou,2022,https://www.stu.edu.cn/info/1088/8392.htm
C48LE0047,汕头大学医学院附属肿瘤医院,,specialized_hospital,广东省,Guangdong,汕头市,Shantou,2023,https://www.stu.edu.cn/info/1085/10055.htm
C48LE0048,中国医学科学院肿瘤医院深圳医院,,specialized_hospital,广东省,Guangdong,深圳市,Shenzhen,2022,https://www.cicams-sz.org.cn/yygk/yyjs/index.html
C48LE0049,英德市中医院,,traditional_chinese_medicine_hospital,广东省,Guangdong,清远市,Qingyuan,2024,https://www.yingde.gov.cn/yqydwsj/gkmlpt/content/2/2046/post_2046850.html
C48LE0050,潮州市人民医院,,general_hospital,广东省,Guangdong,潮州市,Chaozhou,2024,https://static.nfnews.com/content/202412/07/c10319466.html
C48LE0051,广东省中医院珠海医院,珠海市中医院,traditional_chinese_medicine_hospital,广东省,Guangdong,珠海市,Zhuhai,2014,https://portal.smu.edu.cn/zyyxy/info/1119/2003.htm
C48LE0052,遵义医科大学第五附属（珠海）医院,遵义医科大学第五附属医院,general_hospital,广东省,Guangdong,珠海市,Zhuhai,2024,https://m.mp.oeeee.com/a/BAAFRD000020240606961358.html
C48LE0053,茂名市人民医院,,general_hospital,广东省,Guangdong,茂名市,Maoming,2014,https://www.mmrmyy.com/
C48LE0054,阳春市中医院,,traditional_chinese_medicine_hospital,广东省,Guangdong,阳江市,Yangjiang,2024,https://www.yangchun.gov.cn/yjycwsj/gkmlpt/content/0/872/post_872006.html
C48LE0055,广西医科大学附属武鸣医院,广西医科大学武鸣临床医学院,general_hospital,广西壮族自治区,Guangxi,南宁市,Nanning,2022,https://www.gxmuwmfy.com/News/NewsDetailPartialView/6498
C48LE0056,来宾市中医医院,来宾市瑶医医院;来宾市民族医药研究所;广西中医药大学第一附属医院来宾分院,traditional_chinese_medicine_hospital,广西壮族自治区,Guangxi,来宾市,Laibin,2014,https://jyw.glmu.edu.cn/schoolinfo/mcompany.htm?code=f7b9f7deQ0d0cR4526Rad0bhe4aa4a784543&f=cfed4922Qe9acR41b4R8112h78295140c8e7
C48LE0057,桂林市中西医结合医院,桂林市第五人民医院;桂林市肿瘤医院,traditional_chinese_and_western_medicine_hospital,广西壮族自治区,Guangxi,桂林市,Guilin,2020,https://www.glwyy.org.cn/list/3/3.html
C48LE0058,广西壮族自治区桂东人民医院,桂东人民医院;桂林医科大学附属桂东医院;原梧州地区人民医院,general_hospital,广西壮族自治区,Guangxi,梧州市,Wuzhou,2014,https://www.nhc.gov.cn/yzygj/s10347/200910/0a6ec40db66d4a788e2fdd612c34dade.shtml
C48LE0059,玉林市红十字会医院,,general_hospital,广西壮族自治区,Guangxi,玉林市,Yulin,2014,https://www.nhc.gov.cn/yzygj/s10347/200910/0a6ec40db66d4a788e2fdd612c34dade.shtml
C48LE0060,贵港市中医医院,,traditional_chinese_medicine_hospital,广西壮族自治区,Guangxi,贵港市,Guigang,2024,https://www.ggnews.com.cn/news/yaowen/2024-06-08/84254.html
C48LE0061,灵山县中医医院,,traditional_chinese_medicine_hospital,广西壮族自治区,Guangxi,钦州市,Qinzhou,2023,https://www.cn-healthcare.com/articlewm/20231016/content-1613692.html
C48LE0062,新疆维吾尔自治区传染病医院（新疆维吾尔自治区第六人民医院）,新疆维吾尔自治区第六人民医院;新疆医科大学第八附属医院（2020.9-2024.7合并期间）;新疆维吾尔自治区胸科医院（历史合并主体）,specialized_hospital,新疆维吾尔自治区,Xinjiang,乌鲁木齐市,Urumqi,2015,https://wjw.xinjiang.gov.cn/hfpc/yljggl/201603/6c2ff5b6de5c4519affd4b77bcfe71ad.shtml
C48LE0063,阿勒泰地区中医医院（阿勒泰地区哈萨克医医院）,阿勒泰地区哈萨克医医院,ethnic_medicine_hospital,新疆维吾尔自治区,Xinjiang,阿勒泰地区,Altay Prefecture,2021,https://xj.people.com.cn/n2/2021/0205/c394722-34567620.html
C48LE0064,海安市中医院,,traditional_chinese_medicine_hospital,江苏省,Jiangsu,南通市,Nantong,2023,https://www.jshazyy.com/about/5.html
C48LE0065,常州市儿童医院,,specialized_hospital,江苏省,Jiangsu,常州市,Changzhou,2022,https://www.changzhou.gov.cn/gi_news/38167334236725
C48LE0066,常州市德安医院,,specialized_hospital,江苏省,Jiangsu,常州市,Changzhou,2022,https://www.changzhou.gov.cn/gi_news/38167334236725
C48LE0067,常州市武进人民医院,,general_hospital,江苏省,Jiangsu,常州市,Changzhou,2022,https://www.changzhou.gov.cn/gi_news/38167334236725
C48LE0068,常州市第三人民医院,,specialized_hospital,江苏省,Jiangsu,常州市,Changzhou,2020,https://www.jsczsy.cn/news/view?id=577
C48LE0069,徐州市第七人民医院,徐州市传染病医院;徐州市公共卫生医疗中心,specialized_hospital,江苏省,Jiangsu,徐州市,Xuzhou,2022,https://www.thepaper.cn/newsDetail_forward_20307898
C48LE0070,邳州市中医院,,traditional_chinese_medicine_hospital,江苏省,Jiangsu,徐州市,Xuzhou,2021,https://yjs.cd120.com/contents/427/4259.html
C48LE0071,宜兴市中医医院,,traditional_chinese_medicine_hospital,江苏省,Jiangsu,无锡市,Wuxi,2023,https://www.yixing.gov.cn/doc/2024/03/18/1215255.shtml
C48LE0072,无锡市儿童医院,,specialized_hospital,江苏省,Jiangsu,无锡市,Wuxi,2022,https://www.thepaper.cn/newsDetail_forward_20307898
C48LE0073,无锡市第九人民医院,无锡市骨科医院,specialized_hospital,江苏省,Jiangsu,无锡市,Wuxi,2022,https://www.thepaper.cn/newsDetail_forward_20307898
C48LE0074,无锡市第五人民医院,无锡市传染病医院,specialized_hospital,江苏省,Jiangsu,无锡市,Wuxi,2020,https://www.xz12320.com/article/13860.html
C48LE0075,江阴市中医院,,traditional_chinese_medicine_hospital,江苏省,Jiangsu,无锡市,Wuxi,2023,https://wjw.wuxi.gov.cn/doc/2023/02/13/3880953.shtml
C48LE0076,泰兴市人民医院,,general_hospital,江苏省,Jiangsu,泰州市,Taizhou,2022,https://www.taixing.gov.cn/ztzl/ztlb/txs2024nmssszt/ylfwgg/art/2024/art_118338654.html
C48LE0077,泰州市姜堰中医院,,traditional_chinese_medicine_hospital,江苏省,Jiangsu,泰州市,Taizhou,2023,https://www.jiangyan.gov.cn/zwzl/zysfxcjzt/tjls/art/2023/art_899bdeafff544fbea54ba29b23a35fb8.html
C48LE0078,淮安市第三人民医院,淮安市精神病医院;淮安市精神卫生中心,specialized_hospital,江苏省,Jiangsu,淮安市,Huaian,2022,https://www.thepaper.cn/newsDetail_forward_20307898
C48LE0079,丹阳市人民医院,,general_hospital,江苏省,Jiangsu,镇江市,Zhenjiang,2022,https://www.dys120.com/html/dyry/introduction/
C48LE0080,上饶东信第五医院,上饶市第五人民医院;上饶市肿瘤医院,general_hospital,江西省,Jiangxi,上饶市,Shangrao,2014,https://zl.hxyjw.com/arc_555
C48LE0081,上饶市广信区人民医院,,general_hospital,江西省,Jiangxi,上饶市,Shangrao,2023,https://www.srsgxqrmyy.cn/Wap/Introduce
C48LE0082,九江市中医医院,九江市中医院,traditional_chinese_medicine_hospital,江西省,Jiangxi,九江市,Jiujiang,2014,https://www.nhc.gov.cn/yzygj/s10347/200910/0b0652780c674b289c0b7fb556932d0a.shtml
C48LE0083,都昌县中医院,都昌县中医医院,traditional_chinese_medicine_hospital,江西省,Jiangxi,九江市,Jiujiang,2024,https://jx.ifeng.com/c/8d6T98CPNCS
C48LE0084,丰城市中医院,江西中医药大学附属第四医院,traditional_chinese_medicine_hospital,江西省,Jiangxi,宜春市,Yichun,2024,https://scotmf.jxutcm.edu.cn/jxfc/sjyy/fcszyy.htm
C48LE0085,宜春市中医院,宜春市中医医院,traditional_chinese_medicine_hospital,江西省,Jiangxi,宜春市,Yichun,2014,https://passport.wenxuecity.com/book/?act=view&bookID=60556081&chapterID=52396026
C48LE0086,新余市中医院,新余市中医医院,traditional_chinese_medicine_hospital,江西省,Jiangxi,新余市,Xinyu,2014,https://y.dxy.cn/v2/hospital/1339
C48LE0087,赣州市南康区中医院,南康区中医院,traditional_chinese_medicine_hospital,江西省,Jiangxi,赣州市,Ganzhou,2024,https://www.nkjx.gov.cn/nkqxxgk/gmjjshfz/202509/90ef21e981134e208492d535e74bf714.shtml
C48LE0088,鹰潭市中医院,鹰潭市中医医院,traditional_chinese_medicine_hospital,江西省,Jiangxi,鹰潭市,Yingtan,2014,https://yp.guahao.com/hospital/introduction/03C75DAD538410C7E0530F01A8C0CA32000
C48LE0089,唐山市第四医院（唐山市肺科医院）,唐山市肺科医院;唐山市结核病医院,specialized_hospital,河北省,Hebei,唐山市,Tangshan,2014,https://www.a-hospital.com/w/%E5%94%90%E5%B1%B1%E5%B8%82%E8%82%BA%E7%A7%91%E5%8C%BB%E9%99%A2
C48LE0090,迁安市中医医院,,traditional_chinese_medicine_hospital,河北省,Hebei,唐山市,Tangshan,2014,https://ts.hebccw.cn/system/2019/03/01/019483720.shtml
C48LE0091,京东誉美肾病医院,京东誉美中西医结合肾病医院,traditional_chinese_and_western_medicine_hospital,河北省,Hebei,廊坊市,Langfang,2014,https://jdymsbyy.com/aboutus
C48LE0092,张家口市中医院,,traditional_chinese_medicine_hospital,河北省,Hebei,张家口市,Zhangjiakou,2023,https://m.sohu.com/a/705831453_121124526/
C48LE0093,河北医科大学口腔医院,河北省口腔医院,specialized_hospital,河北省,Hebei,石家庄市,Shijiazhuang,2014,https://www.dayi.org.cn/hospital/1130990?from=sg
C48LE0095,石家庄平安医院,,traditional_chinese_and_western_medicine_hospital,河北省,Hebei,石家庄市,Shijiazhuang,2023,https://www.pinganyiyuan.com/index.php/view.html?nid=11128
C48LE0096,邢台市中医医院,,traditional_chinese_medicine_hospital,河北省,Hebei,邢台市,Xingtai,2024,https://wsjkw.xingtai.gov.cn/content.php?id=8252
C48LE0097,邢台市中心医院,邢台市第三医院,general_hospital,河北省,Hebei,邢台市,Xingtai,2023,https://www.beijing.gov.cn/zhengce/zhengcefagui/202312/W020231214382293932544.pdf
C48LE0098,邯郸明仁医院,,traditional_chinese_and_western_medicine_hospital,河北省,Hebei,邯郸市,Handan,2023,https://guoqing.china.com.cn/2023-11/22/content_116833194.htm
C48LE0099,北京中医药大学东直门医院洛阳医院（洛阳市中医院）,,traditional_chinese_medicine_hospital,河南省,Henan,洛阳市,Luoyang,2014,https://hlxy.pdsu.edu.cn/info/1122/1396.htm
C48LE0100,漯河医学高等专科学校第二附属医院,,general_hospital,河南省,Henan,漯河市,Luohe,2024,https://www.lhrb.com.cn/2024/12/13/99550367.html
C48LE0101,漯河市中医院,,traditional_chinese_medicine_hospital,河南省,Henan,漯河市,Luohe,2014,https://zhuanjia.m.xywy.com/wenzhang/86-7930.htm
C48LE0102,长兴县中医院,,traditional_chinese_medicine_hospital,浙江省,Zhejiang,湖州市,Huzhou,2023,https://www.peopleapp.com/rmharticle/30005499750
C48LE0103,海南省眼科医院,中山大学中山眼科中心海南眼科医院,specialized_hospital,海南省,Hainan,海口市,Haikou,2018,https://www.sysu.edu.cn/news/info/2161/543141.htm
C48LE0104,海南省肿瘤医院,海南省肿瘤防治中心;海南医学院附属肿瘤医院;天津市肿瘤医院海南分院,specialized_hospital,海南省,Hainan,海口市,Haikou,2023,https://hi.people.com.cn/n2/2023/0423/c338424-40388826.html
C48LE0105,孝感市中医医院,孝感市中医院,traditional_chinese_medicine_hospital,湖北省,Hubei,孝感市,Xiaogan,2014,https://wjw.hubei.gov.cn/zfxxgk/zc/gkwj/ywh/202509/t20250901_5760338.shtml
C48LE0106,武汉市肺科医院,武汉市结核病防治所,specialized_hospital,湖北省,Hubei,武汉市,Wuhan,2023,https://wjw.wuhan.gov.cn/zwgk_28/fdzdgknr/czxx/bmjs/202410/P020241012701401210071.pdf
C48LE0107,大冶市人民医院,,general_hospital,湖北省,Hubei,黄石市,Huangshi,2023,https://www.hbdaye.gov.cn/zfxxgk/dfbmptlj/ggqsyxx/ggqsyxxyl/202503/t20250308_1202016.html
C48LE0108,澧县中医医院,,traditional_chinese_medicine_hospital,湖南省,Hunan,常德市,Changde,2023,https://tcm.hunan.gov.cn/tcm/xxgk/tzgg/202304/t20230404_29305724.html
C48LE0109,石门县中医医院,,traditional_chinese_medicine_hospital,湖南省,Hunan,常德市,Changde,2024,https://tcm.hunan.gov.cn/tcm/xxgk/tzgg/202410/t20241022_33482483.html
C48LE0110,怀化市第二人民医院,怀化市肿瘤医院,specialized_hospital,湖南省,Hunan,怀化市,Huaihua,2019,https://hnrb.hunantoday.cn/hnrb_epaper/html/2021-06/26/content_1526295.htm?div=-1
C48LE0111,湘潭市中医医院,,traditional_chinese_medicine_hospital,湖南省,Hunan,湘潭市,Xiangtan,2014,https://www.mtnfz.com/zkdt/100.html
C48LE0112,常宁市中医医院,,traditional_chinese_medicine_hospital,湖南省,Hunan,衡阳市,Hengyang,2024,https://www.hnchangning.gov.cn/zwgk/szfbmxxgkml/wsjkj/ywl/20250120/i3563931.html
C48LE0113,正大邵阳骨伤科医院,邵阳正骨医院;新邵县中医医院,specialized_hospital,湖南省,Hunan,邵阳市,Shaoyang,2021,https://ylbzj.shaoyang.gov.cn/syybj/tzgg/202201/c5e322ca5bcc4d8aae80955be019cf7e/files/65139c8d929442f984c336086c4c89b7.pdf
C48LE0114,宁乡市中医医院,,traditional_chinese_medicine_hospital,湖南省,Hunan,长沙市,Changsha,2017,https://tcm.hunan.gov.cn/tcm/xxgk/tpxw/201708/t20170829_4443179.html
C48LE0115,浏阳市中医医院,湖南中医药大学附属第二中西医结合医院,traditional_chinese_medicine_hospital,湖南省,Hunan,长沙市,Changsha,2015,https://xjzb.icswb.com/h/106002/20231215/845327.html
C48LE0116,长沙市口腔医院,,specialized_hospital,湖南省,Hunan,长沙市,Changsha,2020,https://wjw.hunan.gov.cn/xxgk/tzgg/202005/t20200511_12085462.html
C48LE0117,天水市第三人民医院,,specialized_hospital,甘肃省,Gansu,天水市,Tianshui,2021,https://gansu.gscn.com.cn/system/2021/06/07/012597592.shtml
C48LE0118,金昌市人民医院,,general_hospital,甘肃省,Gansu,金昌市,Jinchang,2023,https://m.thepaper.cn/newsDetail_forward_26440987
C48LE0119,三明市中西医结合医院,,traditional_chinese_and_western_medicine_hospital,福建省,Fujian,三明市,Sanming,2014,https://www.fjdaily.com/app/content/2020-12/28/content_902248.html
C48LE0120,厦门医学院附属口腔医院,厦门市口腔医院,specialized_hospital,福建省,Fujian,厦门市,Xiamen,2024,https://wjw.fj.gov.cn/xxgk/fgwj/zxwj/202501/t20250106_6605223.htm
C48LE0121,厦门大学附属心血管病医院,,specialized_hospital,福建省,Fujian,厦门市,Xiamen,2024,https://wjw.fj.gov.cn/xxgk/fgwj/zxwj/202501/t20250106_6605223.htm
C48LE0122,复旦大学附属中山医院厦门医院,复旦大学附属中山医院（厦门）,general_hospital,福建省,Fujian,厦门市,Xiamen,2024,https://wjw.fj.gov.cn/xxgk/fgwj/zxwj/202501/t20250106_6605223.htm
C48LE0123,福建中医药大学附属第三人民医院,福建省第三人民医院,traditional_chinese_medicine_hospital,福建省,Fujian,福州市,Fuzhou,2021,https://wjw.fujian.gov.cn/jggk/csxx/zyyglcszyyglj/yzgl/202105/t20210528_5603142.htm
C48LE0124,上海交通大学医学院附属上海儿童医学中心贵州医院,,specialized_hospital,贵州省,Guizhou,贵阳市,Guiyang,2023,https://rst.guizhou.gov.cn/zwgk/zdlyxx/sydwgkzp/202402/t20240208_83804493.html
C48LE0126,德江县人民医院,,general_hospital,贵州省,Guizhou,铜仁市,Tongren,2024,https://www.tongren.gov.cn/2024/0124/312533.shtml
C48LE0127,思南县人民医院,,general_hospital,贵州省,Guizhou,铜仁市,Tongren,2024,https://www.tongren.gov.cn/2024/0124/312533.shtml
C48LE0130,抚顺市中医院,,traditional_chinese_medicine_hospital,辽宁省,Liaoning,抚顺市,Fushun,2014,https://www.a-hospital.com/w/%E6%8A%9A%E9%A1%BA%E5%B8%82%E4%B8%89%E7%BA%A7%E7%94%B2%E7%AD%89%E5%8C%BB%E9%99%A2%E5%88%97%E8%A1%A8
C48LE0131,本溪市中医院,,traditional_chinese_medicine_hospital,辽宁省,Liaoning,本溪市,Benxi,2014,https://www.dayi.org.cn/hospital/1138176.html
C48LE0133,海城市正骨医院,,traditional_chinese_medicine_hospital,辽宁省,Liaoning,鞍山市,Anshan,2014,https://www.dayi.org.cn/hospital/1127117
C48LE0134,鞍山市中医院,,traditional_chinese_medicine_hospital,辽宁省,Liaoning,鞍山市,Anshan,2014,https://www.a-hospital.com/w/%E9%9E%8D%E5%B1%B1%E5%B8%82%E4%B8%AD%E5%8C%BB%E9%99%A2
C48LE0135,重庆医药高等专科学校附属第一医院,重庆市职业病防治院;重庆市第六人民医院;重庆市中毒控制中心,general_hospital,重庆市,Chongqing,重庆市,Chongqing,2022,https://www.cqmpc.edu.cn/info/1059/11735.htm
C48LE0136,青海省第四人民医院,青海省传染病专科医院,specialized_hospital,青海省,Qinghai,西宁市,Xining,2014,https://www.qh4yy.com.cn/Index.asp
C48LE0137,七台河七煤医院有限公司,七煤总医院; 七台河矿业集团总医院,general_hospital,黑龙江省,Heilongjiang,七台河市,Qitaihe,2014,https://yyk.39.net/qth/e9fec/
C48LE0138,双矿集团双矿医院有限公司,双鸭山双矿医院; 双鸭山矿业集团总医院; 双鸭山煤炭总医院,general_hospital,黑龙江省,Heilongjiang,双鸭山市,Shuangyashan,2014,https://www.nhc.gov.cn/yzygj/s10347/200910/524b4b7bfec640c0b949dec36750a40b.shtml
C48LE0140,黑龙江中德骨科医院,,specialized_hospital,黑龙江省,Heilongjiang,哈尔滨市,Harbin,2017,https://www.shebaoonline.com/yiliaobaoxian/914338/
C48LE0141,鹤岗鹤矿医院有限公司,鹤岗矿业集团总医院; 鹤岗矿务局总医院,general_hospital,黑龙江省,Heilongjiang,鹤岗市,Hegang,2014,https://upimg.baike.so.com/doc/5396453-5633649.html
C59LE0001,成都市妇女儿童中心医院,,specialized_hospital,四川省,Sichuan,成都市,Chengdu,2014,https://wsjkw.sc.gov.cn/scwsjkw/wszy/2017/1/9/6abf3ec8fde641499c1d14cde078fd8e/files/c81cc40e07594b98b02c90a91a1379ec.pdf
C59LE0002,普洱市第二人民医院,普洱市精神卫生中心,specialized_hospital,云南省,Yunnan,普洱市,Puer,2020,https://yn.people.com.cn/news/yunnan/n2/2020/1119/c384614-34426126.html
C59LE0003,延边中医医院（延吉市中医医院）,延吉市中医医院;延边大学附属中医医院,traditional_chinese_medicine_hospital,吉林省,Jilin,延边朝鲜族自治州,Yanbian Korean Autonomous Prefecture,2014,https://www.ggj.gov.cn/jn/tfiles/ENTYPATH/files/enty/EF20240823398337055575.pdf
C59LE0004,长春市第四医院,长春市胸科医院;长春市传染病医院,specialized_hospital,吉林省,Jilin,长春市,Changchun,2014,https://sthjt.jl.gov.cn/ywdt/gkgs/gszx/slgs/202301/P020230109789470230454.pdf
C59LE0005,兴安界首骨伤医院,兴安界首骨伤医院有限公司;兴安界首中西医结合医院,traditional_chinese_medicine_hospital,广西壮族自治区,Guangxi,桂林市,Guilin,2024,https://www.jsgsyy.com/history.html
C61LE0001,云南省传染病医院,云南省传染病专科医院;云南省艾滋病关爱中心;云南省心理卫生中心;昆明医科大学附属传染病医院,specialized_hospital,云南省,Yunnan,昆明市,Kunming,2023,https://ynkgyy.com/info/i/4299.html
C63LE0001,青海省妇产医院,青海省妇幼保健院,specialized_hospital,青海省,Qinghai,西宁市,Xining,2017,https://www.cmcha.org/detail/15789754393277935910.html
LE000002,上海中医药大学附属岳阳中西医结合医院,,traditional_chinese_and_western_medicine_hospital,上海市,Shanghai,上海市,Shanghai,2014,https://www.shyueyanghospital.com/Html/News/Columns/8/Index.html
