Year,Coastal_Inland,min,max,grid_num,pop_num,snap_invalid_pop_pct,valid_acc_grid_num,valid_acc_pop_num,valid_acc_pop_pct,inequality_population_universe,pop_mean,pop_25%,pop_median,pop_75%,pop_std,pop_gini,pop_theil,pop_atkinson_05,zero_access_pop_pct,p90_p10,p80_p20,pop_theil_within_city,pop_theil_between_city,pop_theil_decomp_sum,pop_theil_decomp_residual,pop_theil_within_city_share_pct,pop_theil_between_city_share_pct,pop_theil_city_count
2019,Coastal,0.0,47.567138671875,1209709,526150854.0,,1209709,526150854.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,14.208288088433235,5.827100582945944,12.902712028048004,20.54257190102025,10.567609114346405,0.4181280545841757,0.3063815883330378,0.19140840674758797,7.454117331908769,38.817903102508616,5.485610375699076,,,,,,,0
2019,Inland,0.0,152.3114776611328,6882373,864135162.0,,6882373,864135162.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,13.89272377643815,0.0,8.340480124596322,22.166353767648395,15.920700193692161,0.6026007113316363,0.6596432093836712,0.4075010730775217,27.18817649500993,,,,,,,,,0
2020,Coastal,0.0,49.91720962524414,1200749,527174624.0,,1200749,527174624.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,14.878816830643421,6.47725047885247,13.550554868234581,21.497141947571937,10.709540360033307,0.40494824111330185,0.2867883726666864,0.1782706175394544,6.526619156843179,24.26916148455943,4.840001721315002,,,,,,,0
2020,Inland,0.0,163.81317138671875,6870769,867397749.0,,6870769,867397749.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,14.692984561741698,0.0,9.171631497441785,23.154675218283412,16.457074505175818,0.5919853585391721,0.6334270357931793,0.39230537457850767,25.616932861097386,,,,,,,,,0
2021,Coastal,0.0,50.04891586303711,1200623,528641788.0,,1200623,528641788.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,15.49537669822566,6.82901891039325,14.118292808532715,22.05586567144284,11.104153359208059,0.4031918872041462,0.28352388057287703,0.17541402548352492,6.1991720563717525,22.279817658553164,4.685167346154873,,,,,,,0
2021,Inland,0.0,110.25078582763672,5089888,869831218.0,,5089888,869831218.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,15.526516298317821,0.14020242728292942,9.931813795891033,24.539171325413342,16.9662612137081,0.581954844834454,0.6097573880841768,0.3789604459067205,24.21366520786335,,,,,,,,,0
2022,Coastal,0.0,51.21083450317383,1200957,533415085.0,,1200957,533415085.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,16.232135697740038,7.178155871702515,14.728658134448288,23.15758363370542,11.540630922236017,0.4001955846226477,0.27905127155036585,0.17204233992830187,5.861736549876538,19.99749863326898,4.681250421866204,,,,,,,0
2022,Inland,0.0,107.47737884521484,5096886,877732296.0,,5096886,877732296.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,15.902271142588644,0.3281933665275574,10.366402728898834,25.006263732910156,17.274645839044172,0.5782988415527275,0.6006508296718871,0.37267726670270374,23.468353954700557,,,,,,,,,0
2023,Coastal,0.0,54.472068786621094,1201840,534201290.0,,1201840,534201290.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,17.1357836954166,7.708013129234314,15.574063159801343,24.405858048701102,12.044610728582745,0.3956152032358925,0.27261325639677303,0.16780559229908565,5.5764300007587035,18.383710954360485,4.515591999443881,,,,,,,0
2023,Inland,0.0,106.41067504882812,4963468,879496803.0,,4963468,879496803.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,16.908756774025232,0.7653745491354083,11.326523780822754,26.308788664431823,18.053486765505554,0.5701837429028744,0.5813149244628181,0.36064025084844076,22.17710119407904,,,,,,,,,0
2024,Coastal,0.0,56.59716033935547,1196737,535286355.0,,1196737,535286355.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,18.177153720917158,8.429369119574613,16.68084170838773,26.340305179709212,12.45998566480695,0.386911704186793,0.2611532026632303,0.16099509963690017,5.236491970732189,15.783772440480028,4.384545147993325,,,,,,,0
2024,Inland,0.0,101.67057800292969,4762590,881304676.0,,4762590,881304676.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,17.895963993313448,1.4017512533399794,12.215323254725824,27.827510674975752,18.703360085880515,0.5606004550755626,0.5592493094678987,0.34671925735878417,20.61424010871809,,,,,,,,,0
