Year,省级,省级码,min,max,grid_num,pop_num,snap_invalid_pop_pct,valid_acc_grid_num,valid_acc_pop_num,valid_acc_pop_pct,inequality_population_universe,pop_mean,pop_25%,pop_median,pop_75%,pop_std,pop_gini,pop_theil,pop_atkinson_05,zero_access_pop_pct,p90_p10,p80_p20,pop_theil_within_city,pop_theil_between_city,pop_theil_decomp_sum,pop_theil_decomp_residual,pop_theil_within_city_share_pct,pop_theil_between_city_share_pct,pop_theil_city_count
2018,江西省,360000,0.0,54.311527252197266,207898,46262322.0,0.0,207898,46262322.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,11.685925612318636,0.0,5.734839401697453,15.852954201076342,14.345141206235674,0.6272081415375658,0.7097616315036257,0.4187828432520856,26.022610797616252,,,0.46606718995730256,0.24369444154632314,0.7097616315036257,0.0,65.66531202453731,34.334687975462685,11
2018,河北省,130000,0.0,36.670387268066406,271658,74436999.0,0.0,271658,74436999.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,9.162230112581488,1.7115243077278137,7.46796783836939,14.595608792686551,8.329184731598698,0.503054678869093,0.4503282666386466,0.28394975259370914,14.174234778057079,,18.429937615280902,0.3582237395140666,0.09210452712457995,0.45032826663864656,0.0,79.54724720878188,20.452752791218117,11
2018,河南省,410000,0.0,61.34394836425781,228001,97542290.0,0.0,228001,97542290.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,11.31469210081708,1.9738891329681665,7.779575828986894,15.23269976879573,12.381298156214704,0.5583849510408885,0.5482731851666003,0.3188626716739248,15.330267517812018,,19.40183357960071,0.28096448907595484,0.26730869609064545,0.5482731851666003,0.0,51.24534569214432,48.75465430785568,18
2018,浙江省,330000,0.0,44.79648971557617,130318,56302242.0,0.0,130318,56302242.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,14.470340348937583,6.49764025671842,12.592336759896114,18.852632738940308,10.622615819546994,0.40328199031997725,0.2764241355790759,0.16098354149044647,4.401204840119866,12.775048946080036,3.926251363433029,0.18817940032324332,0.08824473525583265,0.27642413557907597,0.0,68.07632767993637,31.923672320063634,11
2018,海南省,460000,0.0,41.320011138916016,38028,8959803.0,0.0,38028,8959803.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,16.520463469892,2.713069267963108,10.896837768607966,33.413582282188614,15.129503409667127,0.5089006037042201,0.4786731410417171,0.30878243833880226,18.273247748862335,,83.97723984569333,0.0959479179246876,0.3827252231170295,0.4786731410417171,0.0,20.044558530248846,79.95544146975115,19
2018,湖北省,420000,0.0,61.67383575439453,243683,59369988.0,0.0,243683,59369988.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,16.31944145863901,0.859071360688148,10.059886775487442,27.84840878573331,17.154240637005504,0.5709433675747957,0.5876916739616478,0.36270123567001433,19.38664026679608,,741.804780243907,0.33963522806901025,0.24805644589263798,0.5876916739616482,0.0,57.791396937703475,42.20860306229653,17
2018,湖南省,430000,0.0,52.21748733520508,270698,68198310.0,0.0,270698,68198310.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,11.231425583978968,0.0,6.956308042837417,18.007745914616862,12.836781345159626,0.5979227794483328,0.6490154808856394,0.40011906749653847,26.147524770041958,,,0.4306149968701156,0.2184004840155236,0.6490154808856392,0.0,66.34895615779507,33.65104384220493,14
2018,甘肃省,620000,0.0,47.55044174194336,330922,26521901.0,0.0,330922,26521901.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,10.285468306885333,0.0,0.0,18.750571608543396,14.347669136264907,0.6949782130161007,0.9492119344789508,0.5720835649585869,50.17235755461119,,,0.5106165855138811,0.43859534896506913,0.9492119344789502,0.0,53.793738465179885,46.20626153482012,14
2018,福建省,350000,0.0,38.36178970336914,154379,38148108.0,0.0,154379,38148108.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,12.56982066818453,0.9731384633617872,11.155979723959181,20.215136888257028,11.194248077529744,0.4961314217892763,0.45814275580655006,0.3108313681265875,21.699257011645244,,,0.30543133554275714,0.15271142026379225,0.4581427558065494,0.0,66.66728474295147,33.33271525704852,9
2018,西藏自治区,540000,0.0,59.04860305786133,533687,4161655.0,0.0,533687,4161655.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,7.135456732020117,0.0,0.0,0.0,15.997383485259293,0.8499319208913251,1.7318032508764079,0.8131356764999269,79.58449222725093,,,0.8900045937673071,0.8417986571091007,1.7318032508764079,0.0,51.39178444877647,48.60821555122353,7
