Year,县级码,县级,min,max,grid_num,pop_num,snap_invalid_pop_pct,valid_acc_grid_num,valid_acc_pop_num,valid_acc_pop_pct,inequality_population_universe,pop_mean,pop_25%,pop_median,pop_75%,pop_std,pop_gini,pop_theil,pop_atkinson_05,zero_access_pop_pct,p90_p10,p80_p20,pop_theil_within_city,pop_theil_between_city,pop_theil_decomp_sum,pop_theil_decomp_residual,pop_theil_within_city_share_pct,pop_theil_between_city_share_pct,pop_theil_city_count
2014,110114.0,昌平区,0.0,24.20540809631348,1815,1597230.0,0.0,1815,1597230.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,19.714601372785516,18.144114746731915,19.985713024875174,21.530889424100074,2.6644301344013144,0.072725862759208,0.0101966018120175,0.0056809538305516,0.0009391258616479,1.379284722787372,1.2441491418325608,0.0101966018120172,0.0,0.0101966018120172,0.0,100.0,0.0,1
2014,110115.0,大兴区,0.0,24.43196678161621,1544,1347817.0,0.0,1544,1347817.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,19.265182961768527,16.475959556549128,20.693427747041845,22.540711249985435,3.851883759269289,0.1104094077134408,0.0215616382535052,0.0113077834961048,0.0141710632823298,1.7090381468712668,1.4599902700308671,0.0215616382535053,0.0,0.0215616382535053,0.0,100.0,0.0,1
2014,110116.0,怀柔区,0.0,19.022497177124023,2669,378158.0,0.0,2669,378158.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,10.721408522738756,8.82591068453905,12.561228232469388,14.04859249465306,5.05593616976129,0.2521301229545667,0.1698062265279523,0.135021310472423,8.983017680440451,186.4234362244817,2.039503996344934,0.1698062265279527,0.0,0.1698062265279527,0.0,100.0,0.0,1
2014,110117.0,平谷区,0.0,15.58217716217041,1284,419543.0,0.0,1284,419543.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,6.437533056389079,3.768490762622844,5.978474282922348,8.81098589530358,3.578851221024791,0.3168956852374018,0.1711094680992468,0.0989584396103753,1.2218056313655574,7.09653161834373,3.0165656143728503,0.1711094680992464,0.0,0.1711094680992464,0.0,99.99999999999974,0.0,1
2014,110118.0,密云区,0.0,15.01828956604004,2691,473662.0,0.0,2691,473662.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,4.32708644906376,0.2127049524434234,3.879144401360725,7.761581322137688,3.779741492807776,0.4896053772274591,0.4728852568678882,0.323071848649152,20.63834548686616,,,0.472885256867888,0.0,0.472885256867888,0.0,100.0,0.0,1
2014,110119.0,延庆区,0.0,15.86582374572754,2256,323247.0,0.0,2256,323247.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,5.14480284878385,2.159863233566284,5.474066173455801,7.7607285431700195,3.355911050998255,0.3745069505344439,0.2585538522901212,0.1620167025988002,3.007607185836218,21.01455347517858,5.874802944732694,0.2585538522901214,0.0,0.2585538522901214,0.0,100.0,0.0,1
2014,120101.0,和平区,30.3762321472168,30.910951614379883,14,295759.0,0.0,14,295759.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,30.76091970248237,30.68331504043561,30.767173772807315,30.84293924623632,0.1372227023386584,0.0023501658557073,9.968784320011964e-06,4.9891088836906405e-06,0.0,1.009827130790397,1.007105378381007,9.968784319802635e-06,0.0,9.968784319802635e-06,0.0,100.0,0.0,1
2014,120102.0,河东区,28.270484924316406,30.955123901367188,61,827270.0,0.0,61,827270.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,30.337337694208784,29.951760369002265,30.59712378715653,30.77551903520348,0.6169366861960537,0.0104944921262304,0.000208720092263,0.0001048554595752,0.0,1.050499633334753,1.033022915952315,0.0002087200922633,0.0,0.0002087200922633,0.0,100.0,0.0,1
2014,120103.0,河西区,28.93117904663086,30.99951934814453,58,1009085.0,0.0,58,1009085.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,30.357091389549097,30.062364372300006,30.537455641256454,30.709336457243133,0.5391283564702378,0.0095850556388311,0.0001586613700426,7.957416592152544e-05,0.0,1.0494214397835957,1.0368932324761757,0.0001586613700426,0.0,0.0001586613700426,0.0,100.0,0.0,1
2014,120104.0,南开区,29.673269271850582,30.958341598510746,59,1087575.0,0.0,59,1087575.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,30.435991235632237,30.194932877420644,30.49248567638553,30.659629110882005,0.3297387205162999,0.0061488654571681,5.87786764185768e-05,2.9412786266003188e-05,0.0,1.0281150267770331,1.019545667371684,5.8778676418569376e-05,0.0,5.8778676418569376e-05,0.0,100.0,0.0,1
2014,120105.0,河北区,29.07205390930176,30.88430976867676,40,671572.0,0.0,40,671572.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,30.22474327815213,29.94218758894012,30.270795810031142,30.459862509199592,0.3835703126229062,0.0070684689586701,8.069370461947513e-05,4.038975359510477e-05,0.0,1.03469923286799,1.0215006197150749,8.069370461960546e-05,0.0,8.069370461960546e-05,0.0,100.0,0.0,1
2014,120106.0,红桥区,28.895288467407227,30.851612091064453,35,458608.0,0.0,35,458608.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,30.20187464709209,29.840622620345087,30.119672365699657,30.605228024140114,0.4766419783497693,0.0089145244173663,0.0001248231942604,6.248536994490905e-05,0.0,1.041586269893909,1.0279975786348448,0.0001248231942607,0.0,0.0001248231942607,0.0,100.0,0.0,1
2014,120110.0,东丽区,16.153139114379883,30.69906616210937,709,761354.0,0.0,709,761354.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,27.359908624509654,25.898914443981628,27.873713278884523,29.303721875806435,2.2837341609393844,0.0466578301399712,0.0035660913082205,0.0018054398410265,0.0,1.2431307438692158,1.166943686622198,0.0035660913082202,0.0,0.0035660913082202,0.0,100.0,0.0,1
2014,120111.0,西青区,12.071402549743652,30.374366760253903,830,591416.0,0.0,830,591416.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,27.772511276601254,26.388183072176847,28.36972678791393,29.793475656386622,2.3713119940816463,0.0454825605202058,0.0038020165774569,0.0019453750522507,0.0,1.2192700342229357,1.1429235332636332,0.0038020165774574,0.0,0.0038020165774574,0.0,100.0,0.0,1
2014,120112.0,津南区,16.153139114379883,29.59429931640625,571,480620.0,0.0,571,480620.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,25.192312305323128,24.20704813356753,24.83018933314507,26.505062985420228,2.5433505380904946,0.0549658678782529,0.0051659510877905,0.0026050734444988,0.0,1.336983109251093,1.1565278151561145,0.0051659510877901,0.0,0.0051659510877901,0.0,100.0,0.0,1
2014,120113.0,北辰区,17.39034652709961,30.528573989868164,717,887537.0,0.0,717,887537.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,27.42310040984612,26.356274152355255,28.168991643694262,29.056710826053017,2.347481547681745,0.0454713236512673,0.0038100143555502,0.0019448182890166,0.0,1.261335317575501,1.1464846238751465,0.0038100143555501,0.0,0.0038100143555501,0.0,100.0,0.0,1
2014,120114.0,武清区,1.1595487594604492,26.78410148620605,2346,961643.0,0.0,2346,961643.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,15.936649074414046,11.127420566125258,17.62319315443326,21.43887038230896,6.456648897308368,0.2283995526510061,0.0968522250528697,0.0543087492052539,0.0,3.952774164884576,2.2776591749136155,0.0968522250528698,0.0,0.0968522250528698,0.0,100.0,0.0,1
2014,120115.0,宝坻区,0.61472487449646,25.989656448364254,2260,790216.0,0.0,2260,790216.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,6.841608916143005,3.5876239890672044,6.285664010047912,8.450461946415627,4.534688257193761,0.3520183617227416,0.2055014577721756,0.104780531167947,0.0,7.848073595515195,3.245852201979471,0.2055014577721752,0.0,0.2055014577721752,0.0,100.0,0.0,1
2014,120116.0,滨海新区,0.0,25.50448226928711,2553,2439122.0,0.0,2553,2439122.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,12.8442258386364,7.931260039324132,11.663277764675364,17.814926591072155,5.542660181596526,0.2470014139451727,0.0974404860226091,0.0506526334080741,0.0126684930069098,3.3755712535949245,2.5227503585192443,0.0974404860226094,0.0,0.0974404860226094,0.0,100.00000000000048,0.0,1
2014,120117.0,宁河区,0.0,26.8391227722168,1718,339952.0,0.0,1718,339952.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,9.898526736889382,6.495173076931521,9.210128019836851,13.267021783669447,6.395589327408324,0.3636413825709148,0.2454961242927458,0.1573286336091657,4.320021650115311,34.971564460281165,3.0840094758244296,0.2454961242927464,0.0,0.2454961242927464,0.0,100.0,0.0,1
2014,120118.0,静海区,0.7042829990386963,27.608116149902344,2180,646223.0,0.0,2180,646223.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,17.433141468548023,14.320603048027971,18.429623326842496,21.58103916646224,5.35424893691562,0.1689691035966591,0.0561779876835904,0.0318607094709377,0.0,2.260166602128805,1.7175781243012238,0.0561779876835908,0.0,0.0561779876835908,0.0,100.0,0.0,1
2014,120119.0,蓟州区,0.0,9.190497398376465,2273,795426.0,0.0,2273,795426.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,1.4895675763809015,1.1942472320387905,1.3767925922500572,1.6438942166917243,1.031841351645939,0.2991668001587084,0.2033711089894315,0.1175959351336072,4.436239197612349,5.4755290799816,1.638713189793472,0.2033711089894314,0.0,0.2033711089894314,0.0,100.0,0.0,1
2014,130102.0,长安区,10.220460891723633,22.936023712158203,215,969517.0,0.0,215,969517.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,22.431111530043808,22.51242547272072,22.649636979445667,22.816854412532557,1.0954081976438514,0.0139451459661427,0.0014169084629977,0.0007815436471123,0.0,1.046605249058746,1.0176340538739768,0.0014169084629984,0.0,0.0014169084629984,0.0,100.0,0.0,1
2014,130104.0,桥西区,21.52434730529785,22.950458526611328,101,665351.0,0.0,101,665351.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,22.65772466447512,22.49669761911652,22.742052026120398,22.858793748967983,0.2571577196698391,0.0061375849911273,6.467385930840593e-05,3.240422163131029e-05,0.0,1.0301621239134744,1.0192602759038898,6.467385930841729e-05,0.0,6.467385930841729e-05,0.0,100.0,0.0,1
2014,130105.0,新华区,19.544363021850582,22.89983558654785,134,456005.0,0.0,134,456005.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,22.43837875570077,22.336072385082534,22.63399556791768,22.78915182979902,0.5392738835488535,0.0115030997667474,0.0002933058294866,0.0001478076912639,0.0,1.0585192861751758,1.027997149846127,0.0002933058294862,0.0,0.0002933058294862,0.0,100.0,0.0,1
2014,130107.0,井陉矿区,5.320964336395264,12.924141883850098,108,91298.0,0.0,108,91298.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,8.308828999522001,7.142890063915866,7.743041957976961,9.576237645565712,1.579294024143875,0.107882107086123,0.0179125440502717,0.0089423527794455,0.0,1.6187889779218387,1.4856283409156943,0.0179125440502718,0.0,0.0179125440502718,0.0,100.0,0.0,1
2014,130108.0,裕华区,10.513298988342283,22.877174377441406,154,803191.0,0.0,154,803191.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,21.807023644544245,21.682149659170804,22.13718119924392,22.603932484638737,1.7729447939707128,0.0265966747147855,0.0039447305493855,0.002175854969998,0.0,1.0725712913676693,1.054183009824664,0.0039447305493856,0.0,0.0039447305493856,0.0,100.0,0.0,1
2014,130109.0,藁城区,0.3987242579460144,21.210996627807617,1193,804404.0,0.0,1193,804404.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,14.716259975378348,12.111540206521749,15.187808808090235,17.835032742379912,3.979181692800687,0.1523160791665925,0.0406046221855755,0.0219101752698264,0.0,2.217822562713949,1.6294099513085247,0.0406046221855755,0.0,0.0406046221855755,0.0,100.0,0.0,1
2014,130110.0,鹿泉区,9.336577415466309,22.176761627197266,888,463666.0,0.0,888,463666.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,19.51556121861977,18.69538004345364,20.219208112016045,20.92261050163059,2.0307701446995474,0.0549777623422751,0.0056932899202626,0.0029240363942411,0.0,1.3065068206583386,1.171818238161807,0.0056932899202624,0.0,0.0056932899202624,0.0,100.0,0.0,1
2014,130111.0,栾城区,0.9605001211166382,21.80094337463379,513,288989.0,0.0,513,288989.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,17.959555578129137,16.874503799721047,17.8808087704015,19.74664556790912,2.397126267017528,0.0704273994385061,0.0103156049380206,0.0058914480221368,0.0,1.3654126106436786,1.2150784521586138,0.0103156049380204,0.0,0.0103156049380204,0.0,100.0,0.0,1
2014,130121.0,井陉县,0.0,20.113924026489254,1981,322535.0,0.0,1981,322535.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,11.449350716334784,8.828753380775451,13.270807266235352,15.463393681466917,5.296980085831914,0.2515286988555298,0.1540713113066488,0.1137828175542168,5.629466569519587,9.476670302672092,2.339943004309134,0.1540713113066485,0.0,0.1540713113066485,0.0,100.0,0.0,1
2014,130123.0,正定县,7.071484088897705,21.754297256469727,717,429859.0,0.0,717,429859.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,18.2691601953936,17.052046328238344,18.78201028014764,20.142384617108657,2.442378760274728,0.0709518839066571,0.0096877829521013,0.005078691776936,0.0,1.4086688785529249,1.2225570252619629,0.0096877829521009,0.0,0.0096877829521009,0.0,100.0,0.0,1
2014,130125.0,行唐县,0.0,15.837339401245115,1432,412719.0,0.0,1432,412719.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,7.067716402623835,4.343807733546921,7.95375286762252,9.833048340500586,4.064842259764767,0.3257608967071475,0.2205938209460259,0.1583418311357312,9.070335991316124,77.3778730039688,3.582173773666806,0.2205938209460261,0.0,0.2205938209460261,0.0,100.0,0.0,1
2014,130126.0,灵寿县,0.0,18.031185150146484,1531,333568.0,0.0,1531,333568.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,7.9756431021740735,0.2737800979959792,9.560345064733449,12.727921051037905,5.889178760344732,0.4172780593684594,0.3844486580079886,0.2908521343566919,23.43809957789716,,,0.384448658007988,0.0,0.384448658007988,0.0,100.0,0.0,1
2014,130127.0,高邑县,2.5060336589813232,17.121238708496094,320,203036.0,0.0,320,203036.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,11.505375939413044,9.52741247064927,11.250640105551309,14.033994905617204,2.979923152432201,0.1464684146211895,0.0356700349982618,0.0186896241227497,0.0,1.9290841387082156,1.5780830768430891,0.0356700349982621,0.0,0.0356700349982621,0.0,100.0,0.0,1
2014,130128.0,深泽县,0.0,7.660040378570557,437,240803.0,0.0,437,240803.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,0.863239421114023,0.0046233756136709,0.0921698734164238,0.5128980123958851,1.6584399298659156,0.7871790450201053,1.2554207562516175,0.5961722860610216,22.863502531114648,,,1.2554207562516175,0.0,1.2554207562516175,0.0,100.0,0.0,1
2014,130129.0,赞皇县,0.0,10.769466400146484,1203,231819.0,0.0,1203,231819.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,2.361823818011232,0.0,0.5483355261683716,4.933118343353272,2.7554376096237845,0.621145051683635,0.7598105825088785,0.4833921108827708,35.27665980786735,,,0.7598105825088785,0.0,0.7598105825088785,0.0,100.0,0.0,1
2014,130130.0,无极县,0.0,18.374303817749023,741,500526.0,0.0,741,500526.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,6.66379964314828,2.864649565952658,6.4593193916028,10.389142097838937,4.794189976224849,0.4127593410526284,0.3166014612347347,0.2117910675321628,9.906778069470915,536.1288980589223,8.11845416243765,0.3166014612347347,0.0,0.3166014612347347,0.0,100.0,0.0,1
2014,130131.0,平山县,0.0,18.110673904418945,3777,442856.0,0.0,3777,442856.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,7.30862899169209,0.1420450958218153,8.19389410095012,12.181460492429038,5.526400180178952,0.4290746010516282,0.3953728603448875,0.2963343138152292,24.328675686905,,,0.3953728603448876,0.0,0.3953728603448876,0.0,100.0,0.0,1
2014,130132.0,元氏县,0.0,20.40245819091797,992,420177.0,0.0,992,420177.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,13.490616459882718,10.801631927490234,13.184265518014763,16.43925449326578,3.67989550709056,0.1542700199009713,0.0396899319863619,0.0212003046530818,0.0130897217125163,2.036537511455585,1.6852962931027269,0.0396899319863623,0.0,0.0396899319863623,0.0,100.0,0.0,1
2014,130133.0,赵县,0.0,19.00672912597656,996,582993.0,0.0,996,582993.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,9.6654185360265,7.405747491083328,9.944100639965429,12.906871502152804,4.556833816830299,0.2667525067378518,0.1382446008153167,0.0866161969777756,1.8658886127277683,5.974275968662795,2.791874556425359,0.1382446008153164,0.0,0.1382446008153164,0.0,100.0,0.0,1
2014,130181.0,辛集市,0.0,13.288287162780762,1401,636055.0,0.0,1401,636055.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,1.5231472065196603,0.0,0.2547156522971923,1.4269983684031595,2.965450211224127,0.7760263348048405,1.2126576742878676,0.5760562290362161,27.560509704349467,,,1.212657674287868,0.0,1.212657674287868,0.0,100.0,0.0,1
2014,130183.0,晋州市,0.0,16.86716079711914,897,535460.0,0.0,897,535460.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,7.062733219270531,0.0620398206231386,8.419885950607236,11.917789071515264,5.980210511825879,0.4723977369811905,0.4936535605617105,0.3533526229585089,20.55316923766481,,,0.4936535605617107,0.0,0.4936535605617107,0.0,100.0,0.0,1
2014,130184.0,新乐市,0.0440584532916545,18.072404861450195,772,496476.0,0.0,772,496476.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,12.758764176067537,10.31544258352149,13.505106925964355,15.191528318323607,3.2256973568351808,0.1430151631561267,0.0348498430991141,0.0187392636604712,0.0,2.077333349120273,1.6397079746022454,0.0348498430991139,0.0,0.0348498430991139,0.0,100.0,0.0,1
2014,130202.0,路南区,10.976369857788086,13.799949645996094,170,346340.0,0.0,170,346340.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,13.522053875107822,13.532510408854138,13.63762049105904,13.729878785335734,0.3383397392422904,0.0115828841211484,0.0003192881149532,0.0001612656985754,0.0,1.059688297513952,1.0298070537786794,0.0003192881149534,0.0,0.0003192881149534,0.0,100.0,0.0,1
2014,130203.0,路北区,11.666298866271973,13.79054069519043,243,835191.0,0.0,243,835191.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,13.382397754613663,13.217971830637676,13.468357176584572,13.623041222886243,0.3330348373765757,0.0130515027788635,0.0003138179105985,0.0001579862313676,0.0,1.0576284062828376,1.03925183925123,0.0003138179105985,0.0,0.0003138179105985,0.0,100.0,0.0,1
2014,130204.0,古冶区,3.235929250717163,11.917985916137695,380,359156.0,0.0,380,359156.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,9.55960192913257,8.962557460829528,9.751134507493193,10.107499587332509,1.0319675446774597,0.0589603162895814,0.0060248501002933,0.003073710315799,0.0,1.3422042981113649,1.1614557966768788,0.0060248501002933,0.0,0.0060248501002933,0.0,100.0,0.0,1
2014,130205.0,开平区,9.509024620056152,13.71853256225586,364,258360.0,0.0,364,258360.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,12.52414109462148,12.220610080817137,12.585472918897269,13.112783437026174,0.8811509554669025,0.0379462524646339,0.0025451939699548,0.0012916089437963,0.0,1.2157130991101932,1.09671193280835,0.0025451939699543,0.0,0.0025451939699543,0.0,100.0,0.0,1
2014,130207.0,丰南区,1.420659065246582,13.193483352661133,2036,591103.0,0.0,2036,591103.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,10.308370391639674,9.126688178351998,11.163906615581876,12.221184546776684,2.565546825988536,0.1291531149277491,0.0375411292337761,0.021272251738893,0.0,1.8436170399033496,1.4754085458816713,0.0375411292337757,0.0,0.0375411292337757,0.0,100.0,0.0,1
2014,130208.0,丰润区,0.0,13.19277000427246,1822,841006.0,0.0,1822,841006.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,9.131708170690017,8.457422687529316,9.777725220327682,10.699462890625,2.617388739463592,0.1492447498947241,0.0533305021951196,0.0343508576779478,0.8340011842959504,2.346729400052172,1.4191942743259482,0.0533305021951195,0.0,0.0533305021951195,0.0,100.0,0.0,1
2014,130209.0,曹妃甸区,0.0,11.075716018676758,1540,283541.0,0.0,1540,283541.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,4.356208060173189,3.0643962620726235,4.23578569116786,6.235588248183087,2.45720396859222,0.3197582603951588,0.2101719994992378,0.155566930361735,9.952352569822354,9039.63334358694,2.5262180619078487,0.2101719994992379,0.0,0.2101719994992379,0.0,100.0,0.0,1
2014,130224.0,滦南县,0.0,12.24452018737793,1684,535426.0,0.0,1684,535426.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,2.795834546994659,0.0,1.0511613594537432,4.617690563201904,3.4870614112633427,0.6413606479473948,0.8060568588880536,0.5064804781087566,37.37752742675926,,,0.8060568588880539,0.0,0.8060568588880539,0.0,100.00000000000004,0.0,1
2014,130225.0,乐亭县,0.0,8.885920524597168,2001,533712.0,0.0,2001,533712.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,2.1519144118678564,0.0242534613880877,1.6029416131839325,4.051651669971979,2.1599467397307377,0.5527243270068919,0.5690849316775085,0.3690653533453556,22.99554816080583,,,0.569084931677508,0.0,0.569084931677508,0.0,99.99999999999991,0.0,1
2014,130227.0,迁西县,0.0,4.417768478393555,2199,402467.0,0.0,2199,402467.0,1.0,finite_acc_ge_0_and_positive_population_for_all_formal_inequality_metrics,0.0566588965128952,0.0,0.0,0.0,0.4280912826907038,0.984127697069391,4.0175788317114085,0.9810118643593736,97.84454377625993,,,4.017578831711408,0.0,4.017578831711408,0.0,100.0,0.0,1
