scenario,legacy_label,road_year,population_year,hospital_year,source_kind,profile,service_scope,pop_median,pop_mean,pop_gini,pop_theil,pop_atkinson_05,zero_access_pop_pct,pop_num,grid_num,accessibility_root
A000,base road + base pop + base hospital,2014,2014,2014,analysis_endpoint,chn_osm_default,same_province,7.218134454544716,11.07180752355286,0.5886871481855027,0.6314429474654578,0.3933111160059688,26.5725959366602,1356222139.0,8143637,C:\projects\YEPEI\NC_一轮appeal\可达性建模优化\result\1_2_accessibility\2014\same_province
A001,base road + base pop + target hospital,2014,2014,2024,mixed_counterfactual,chn_osm_default,same_province,15.050812110376434,19.203278258745637,0.5337549062201612,0.5130078765542627,0.3276751444490129,20.34593051278895,1356222139.0,8143637,C:\projects\YEPEI\NC_一轮appeal\可达性建模优化\result\4_2_shapley_decomposition\scenarios\A001\1_2_accessibility\same_province
A010,base road + target pop + base hospital,2014,2024,2014,mixed_counterfactual,chn_osm_default,same_province,6.895909292269976,10.602799501338566,0.5882974628949762,0.6304626311565836,0.3930113981279534,26.563350308265505,1416591031.0,5959327,C:\projects\YEPEI\NC_一轮appeal\可达性建模优化\result\4_2_shapley_decomposition\scenarios\A010\1_2_accessibility\same_province
A011,base road + target pop + target hospital,2014,2024,2024,mixed_counterfactual,chn_osm_default,same_province,14.408769180648125,18.37958578850992,0.5329022634892331,0.5113947820377867,0.3270260700990203,20.287872555364217,1416591031.0,5959327,C:\projects\YEPEI\NC_一轮appeal\可达性建模优化\result\4_2_shapley_decomposition\scenarios\A011\1_2_accessibility\same_province
A100,target road + base pop + base hospital,2024,2014,2014,mixed_counterfactual,chn_osm_default,same_province,7.612533841871073,10.877569804946084,0.5593390757379517,0.5598758945317891,0.3454969672237369,20.895838804766775,1356222139.0,8143637,C:\projects\YEPEI\NC_一轮appeal\可达性建模优化\result\4_2_shapley_decomposition\scenarios\A100\1_2_accessibility\same_province
A101,target road + base pop + target hospital,2024,2014,2024,mixed_counterfactual,chn_osm_default,same_province,14.888982013734068,18.802212058017133,0.5027682214840898,0.446346950462575,0.2789602003172974,14.80749297811013,1356222139.0,8143637,C:\projects\YEPEI\NC_一轮appeal\可达性建模优化\result\4_2_shapley_decomposition\scenarios\A101\1_2_accessibility\same_province
A110,target road + target pop + base hospital,2024,2024,2014,mixed_counterfactual,chn_osm_default,same_province,7.279960891854998,10.414469753471193,0.5591916037339126,0.5596229641150697,0.3457839138338008,20.937587667107007,1416591031.0,5959327,C:\projects\YEPEI\NC_一轮appeal\可达性建模优化\result\4_2_shapley_decomposition\scenarios\A110\1_2_accessibility\same_province
A111,target road + target pop + target hospital,2024,2024,2024,analysis_endpoint,chn_osm_default,same_province,14.285131650221976,18.002216977455372,0.5022441969261722,0.44554196990341866,0.27894213238428756,14.803460166761425,1416591031.0,5959327,C:\projects\YEPEI\NC_一轮appeal\可达性建模优化\result\1_2_accessibility\2024\same_province
