Year,地级,地级码,pop_num_0_30,pop_pct_0_30,pop_num_30_60,pop_pct_30_60,pop_num_60_90,pop_pct_60_90,pop_num_lt_60,pop_pct_lt_60,pop_num_lt_90,pop_pct_lt_90,min,max,grid_num,pop_num,snap_invalid_pop_pct,reachable_grid_num,reachable_pop_num,reachable_pop_pct,unreachable_pop_pct,inequality_population_universe,pop_mean,pop_25%,pop_median,pop_75%,pop_std,pop_gini,pop_theil,pop_atkinson_05,zero_access_pop_pct,p90_p10,p80_p20
2014,七台河市,230900.0,528682.0,0.568200333172121,245284.0,0.2636186791337525,155710.0,0.1673491321403621,773966.0,0.8318190123058735,929676.0,0.9991681444462356,1.01165771484375,146.7938232421875,7747,930450.0,0.0,7747,930450.0,1.0,0.0,reachable_population_only,30.80040907473674,12.627259474534254,18.31962879133025,46.67671634304908,22.884490879127743,0.411836684210408,0.276810331603104,0.1437278654459769,0.0,10.496261996564687,4.959340011381478
2014,万宁市,0.0,0.0,0.0,4458.0,0.0081704018122237,526512.0,0.964965141085135,4458.0,0.0081704018122237,530970.0,0.9731355428973586,49.96490478515625,110.11207580566406,2242,545628.0,0.0,2242,545628.0,1.0,0.0,reachable_population_only,74.23247179716263,68.71928188584869,72.86998411986205,78.63735811698004,8.204813784765923,0.0608791949385543,0.0059807176746599,0.0029634592530148,0.0,1.3383737242849034,1.1893973158185749
2014,三亚市,460200.0,656099.0,0.961782253690429,25958.0,0.0380520984505328,113.0,0.000165647859038,682057.0,0.999834352140962,682170.0,1.0,1.3227081298828125,68.15986633300781,1639,682170.0,0.0,1639,682170.0,1.0,0.0,reachable_population_only,8.487193480974689,3.599543319004506,5.436380757768891,8.702755726010402,8.598280843972326,0.4608898132400668,0.3756673925860485,0.1690184751935732,0.0,9.965357749669623,4.213686795968493
2014,三明市,350400.0,686024.0,0.2691694099275308,813707.0,0.319267304123327,642778.0,0.2522013442305202,1499731.0,0.5884367140508578,2142509.0,0.8406380582813782,1.3520050048828125,181.08810424804688,29326,2548670.0,0.0,29326,2548670.0,1.0,0.0,reachable_population_only,56.83001424678777,29.37095392345656,52.300328793733016,79.21206728851956,39.410318476344926,0.3777477873309629,0.2468787984099809,0.1375771585149745,0.0,20.23723236421005,3.2644037988040804
2014,三门峡市,411200.0,708974.0,0.3123964240093167,1011216.0,0.4455738324691811,416070.0,0.1833336344316666,1720190.0,0.7579702564784978,2136260.0,0.9413038909101644,1.11785888671875,269.498046875,13678,2269469.0,0.0,13678,2269469.0,1.0,0.0,reachable_population_only,45.19846494961702,22.755889892578125,38.49025238913682,59.027252197265625,40.6052726149003,0.4103011049444741,0.3160286470693852,0.1598527452105855,0.0,17.720993040407187,4.27932943803726
2014,上海市,0.0,22531453.0,0.9631912396544842,502139.0,0.0214658098565087,357718.0,0.015291993990211,23033592.0,0.9846570495109928,23391310.0,0.999949043501204,1.0160064697265625,96.5753173828125,8699,23392502.0,0.0,8699,23392502.0,1.0,0.0,reachable_population_only,10.26284791045552,3.2015608856814355,6.932095746397431,13.133580164255829,11.215188354270916,0.4843264851946022,0.4138090840550518,0.1889496112845732,0.0,10.780485190106614,5.444774886410574
2014,上饶市,361100.0,1582299.0,0.2366275018966253,3329342.0,0.4978919157627693,1571905.0,0.2350731141009472,4911641.0,0.7345194176593947,6483546.0,0.969592531760342,1.21124267578125,142.01087951660156,27625,6686877.0,0.0,27625,6686877.0,1.0,0.0,reachable_population_only,46.59432322028921,31.20552062988281,44.947602431978105,62.02789306640625,22.35804215486161,0.2714263180391373,0.1244818433289213,0.0683644844344067,0.0,4.186010388448443,2.4555203447838765
2014,东方市,0.0,0.0,0.0,311.0,0.0007491538896985,178875.0,0.4308839293241957,311.0,0.0007491538896985,179186.0,0.4316330832138942,59.07142639160156,138.38241577148438,2500,415135.0,0.0,2500,415135.0,1.0,0.0,reachable_population_only,91.91372384335502,80.74470050299345,91.51933494339244,99.4253837683288,14.277771227481576,0.0881773253989185,0.0120640092180749,0.0060454063336992,0.0,1.5336373716555265,1.3379757417538096
2014,东莞市,441900.0,7949099.0,0.9587304776731592,342177.0,0.0412695223268408,0.0,0.0,8291276.0,1.0,8291276.0,1.0,1.078948974609375,40.8380126953125,3030,8291276.0,0.0,3030,8291276.0,1.0,0.0,reachable_population_only,13.994392474804195,6.161122018860241,12.3871335174689,20.911052024471665,8.751273382980706,0.3552057019442887,0.2021479702030505,0.1062488069993504,0.0,6.809049932681614,4.297812771072583
2014,东营市,370500.0,1147054.0,0.5532583792752511,809141.0,0.3902728539939323,116689.0,0.0562825874102263,1956195.0,0.9435312332691834,2072884.0,0.9998138206794098,1.43463134765625,114.76158142089844,9316,2073270.0,0.0,9316,2073270.0,1.0,0.0,reachable_population_only,27.57965995314046,10.899375196526812,27.254301926185345,39.80401965933786,19.425390976603232,0.3930408564040014,0.2593157260218653,0.1407901317992572,0.0,13.250235017626322,5.685032331118329
