省级,地级,city_level,new_hosp_beds,expanded_beds,decreased_beds,closed_beds,city_pop,net_SEE_beds,net_CIE_beds,net_total_beds,SEE_city,CIE_city,Dominance_city,acc_median,acc_gini,acc_theil,acc_atkinson_05,acc_zero_access_pop_pct,acc_p90_p10,acc_p80_p20,acc_delta,gini_delta,theil_delta,atkinson_05_delta,zero_access_pop_pct_delta,p90_p10_delta,p80_p20_delta
上海市,上海市,Mega City,800.0,248.0,0.0,0.0,23947187.0,800.0,248.0,1048.0,0.3340684649098869,0.10356122412206493,0.23050724078782198,19.20516897501876,0.1082007307042143,0.0378883549890971,0.027860077581673,1.2563194995931335,1.6413425853629855,1.3012752315030427,0.43860104336678063,-0.001501142654274687,-0.0010170284875200969,-0.0008227803161761013,-0.046198160463252425,-0.03152263635371644,-0.0036723703322929513
云南省,临沧市,Small City,0.0,0.0,0.0,0.0,2531441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8674167763001481,1.8832598874319049,0.8402331941248131,82.38373454874406,,,0.0,0.0009309836967311691,0.02465653689790437,0.005227194706487248,0.6463886640521395,,
云南省,丽江市,Small City,0.0,0.0,0.0,0.0,1291746.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479848858297555,1.2727403283590808,0.7116335206705869,69.45282905138798,,,0.0,-0.010841063191333933,-0.0683842323327506,-0.022778387844383463,-3.3427318638824346,,
云南省,保山市,Small City,0.0,0.0,0.0,0.0,2607403.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2750188293405798,0.6088018314521552,0.782204405844668,0.5224337707713382,48.70354106640102,,,1.0686793909522028,-0.0053688407582789255,-0.015140967373657999,-0.007301106759548315,-0.8070568816296841,,
云南省,大理白族自治州,Small City,0.0,0.0,0.0,0.0,3594495.5,0.0,0.0,0.0,0.0,0.0,0.0,11.485252716040224,0.4930982176035926,0.4660238752732533,0.3249671757335768,24.731503505388257,,,1.8911352306311962,-0.05874976475867144,-0.11438384976587379,-0.06608200988628388,-5.709514680808027,,
云南省,德宏傣族景颇族自治州,Small City,0.0,0.0,0.0,0.0,1256549.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.715488293536971,1.1054059837282595,0.6471785877883716,59.65126821310716,,,0.0,0.005495453775460901,0.029814848760040702,0.015497859862672936,3.0885978395367033,,
云南省,文山壮族苗族自治州,Small City,0.0,0.0,0.0,0.0,3653324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8347656972464661,1.56778593916987,0.7665528745775957,71.36113649180945,,,0.0,0.0021720487689003143,0.006494782581707437,0.0002832100656272596,-0.06783841896222498,,
云南省,昆明市,Super City,1549.0,0.0,0.0,0.0,6695529.0,1549.0,0.0,1549.0,2.313484117535747,0.0,2.313484117535747,45.47694470719933,0.2993361909364666,0.2573416629083807,0.2049725852876941,15.333156911929692,,7.610022819155478,3.2706047049325093,-0.0005738801453186171,-0.0023682078312495247,-0.0017254808284155876,-0.20996162854073575,,-0.6243596238641445
云南省,昭通市,Small City,0.0,0.0,0.0,0.0,5400274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7968515217447861,1.4396913779785343,0.7513079306935944,72.39695733964821,,,0.0,0.00038109649149753455,0.0005282199539715648,-0.0002528217688347878,-0.1421133559249057,,
云南省,普洱市,Small City,0.0,0.0,0.0,0.0,2639776.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8591844840821645,1.84164627129652,0.836911379541471,82.85594897984265,,,0.0,0.0017267355427998954,0.01784485637407407,0.003240703849927473,0.3554973854487997,,
云南省,曲靖市,Medium-sized City,1076.0,0.0,0.0,0.0,6080420.5,1076.0,0.0,1076.0,1.7696144534740648,0.0,1.7696144534740648,6.399535762213673,0.6223658280714105,0.7436879156948746,0.4793434117894207,40.49076803560793,,,6.399535762213673,-0.08840928445141005,-0.2990990920522414,-0.14337079407160752,-17.159596163888814,,
云南省,楚雄彝族自治州,Small City,0.0,0.0,0.0,0.0,2789423.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2185846175813295,0.6856533689784633,0.9571157786970084,0.5783096612035392,48.12636903907727,,,0.1388285194252067,-0.0022745006610783713,-0.009764480869749015,-0.005358599174262846,-1.2550190936306933,,
云南省,玉溪市,Medium-sized City,0.0,552.0,0.0,0.0,2425216.0,0.0,552.0,552.0,0.0,2.2760859238929645,-2.2760859238929645,12.036211011335318,0.5120466624524503,0.5204260546304047,0.3701036324799216,31.348082767068515,,,3.964797503779348,-0.03987994133830186,-0.05842083820072663,-0.023226296087769993,-0.9753982308186444,,
云南省,红河哈尼族彝族自治州,Small City,3800.0,0.0,0.0,0.0,4654510.5,3800.0,0.0,3800.0,8.164123810656353,0.0,8.164123810656353,0.0,0.6955460958574474,0.9712898751220932,0.589094000033191,53.092997195875846,,,0.0,-0.012443389444397934,-0.0636075515915887,-0.02989517057155533,-3.9240010431326056,,
云南省,西双版纳傣族自治州,Small City,0.0,0.0,0.0,0.0,1178761.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7043984893928071,1.0024429606255558,0.5939971891983735,52.30232378939489,,,0.0,-0.0030440712197420394,-0.0126070764051045,-0.005659827616713242,-0.703377557918138,,
内蒙古自治区,乌兰察布市,Small City,0.0,0.0,0.0,0.0,2219486.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6866802700888961,0.966103228486316,0.5800125546054996,50.625035981059575,,,0.0,-0.00035748683875658216,-0.0007345446991947613,-0.00017120949159366017,0.06488945515960864,,
内蒙古自治区,乌海市,Medium-sized City,0.0,0.0,0.0,0.0,546837.0,0.0,0.0,0.0,0.0,0.0,0.0,11.324652334085457,0.1716956577985241,0.1052121056610394,0.08890943714047,6.874778665751514,2.6815423471840334,1.4423150236824709,-0.04911684974449315,-0.00031954152469840236,-0.000269266045590591,-0.00018174167576899547,-0.00977048604565045,-0.05071704093435514,-1.0523463345180062e-07
内蒙古自治区,兴安盟,Small City,0.0,0.0,0.0,0.0,1676602.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7404073940051825,1.2064912298909896,0.684062417726359,64.9978030300324,,,0.0,-0.005646627661677006,-0.026126251307357462,-0.008432955027319,-0.4951795424646832,,
内蒙古自治区,包头市,Type II Large City,0.0,0.0,0.0,0.0,2759191.0,0.0,0.0,0.0,0.0,0.0,0.0,28.404459976352623,0.2329588109248532,0.2021623892668801,0.1694653203878714,13.910620810814036,,2.49190071125472,-0.1290881794746852,-0.0005303478781651938,-0.00013186434005099668,-4.81568655162079e-05,0.008575587232186876,,-0.015725195726280283
内蒙古自治区,呼伦贝尔市,Small City,500.0,0.0,0.0,0.0,2847867.5,500.0,0.0,500.0,1.755699659482051,0.0,1.755699659482051,0.0,0.6741284127594864,0.9419768216753523,0.5887492127160867,55.10056144190705,,,0.0,-0.031477083696829444,-0.0699076490940107,-0.019277734455301343,-0.7031912023979601,,
内蒙古自治区,呼和浩特市,Type II Large City,0.0,0.0,0.0,0.0,2981891.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6467614457414,0.2642635510980174,0.2080760682667244,0.1664227389882208,10.400536691314118,,2.8806254937577678,-0.2316391113336138,0.0005975843615388388,0.0012910727092962093,0.0011630197867371073,0.13247827547585977,,0.008792199756066932
内蒙古自治区,巴彦淖尔市,Small City,0.0,0.0,0.0,0.0,1735564.5,0.0,0.0,0.0,0.0,0.0,0.0,6.499528907169806,0.5954338964487143,0.7057046899978214,0.4695684755999771,39.77547955613557,,,0.20129039999046938,-0.0032748087463698727,-0.0070707415387396555,-0.002893351060060889,0.012248599535531923,,
