省级,地级,city_level,new_hosp_beds,expanded_beds,decreased_beds,closed_beds,city_pop,net_SEE_beds,net_CIE_beds,net_total_beds,SEE_city,CIE_city,Dominance_city,acc_median,acc_gini,acc_theil,acc_atkinson_05,acc_zero_access_pop_pct,acc_p90_p10,acc_p80_p20,acc_delta,gini_delta,theil_delta,atkinson_05_delta,zero_access_pop_pct_delta,p90_p10_delta,p80_p20_delta
上海市,上海市,Mega City,0.0,199.0,0.0,0.0,23756696.5,0.0,199.0,199.0,0.0,0.08376585524001622,-0.08376585524001622,18.49212119692848,0.1086486577074891,0.038548864514511,0.0284945959901425,1.3046495075423166,1.639824417602291,1.3029631995569282,-0.13269342595975075,-0.004641355749896492,-0.0033351725448967987,-0.0026250306990223994,-0.13578521100604735,-0.03336848571806539,-0.013619728338848613
云南省,保山市,Small City,400.0,0.0,0.0,0.0,2586980.0,400.0,0.0,400.0,1.5462044546150338,0.0,1.5462044546150338,0.0,0.6568926480124371,0.9209114930131398,0.5828945221455668,54.671331659880806,,,0.0,0.004287231035079109,0.016047065022426032,0.006638960063044874,0.47331793354896945,,
云南省,大理白族自治州,Small City,800.0,0.0,0.0,0.0,3567319.5,800.0,0.0,800.0,2.242580178198224,0.0,2.242580178198224,5.96886004046224,0.5925475623162526,0.6932043895807576,0.4624427278128393,39.34588643453688,,,1.2835285248826374,-0.005908005523610926,-0.013431655847302104,-0.007767745918852209,-1.431180985134965,,
云南省,文山壮族苗族自治州,Small City,0.0,0.0,0.0,0.0,3625222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8311177051829395,1.5573198881836272,0.7686715015650594,73.05162039445757,,,0.0,-0.024396355326980368,-0.16852417920124618,-0.03802848619071697,-4.7056692365622865,,
云南省,昆明市,Super City,0.0,0.0,0.0,0.0,6644964.0,0.0,0.0,0.0,0.0,0.0,0.0,36.80282708965784,0.2932851858233239,0.2529574667360343,0.2026195267434017,15.42198024102857,,7.239553350638181,0.33250342333604266,-0.0041058047501632,-0.007221915859112471,-0.005623973800778198,-0.7475834122111689,,-1.4134759317751104
云南省,昭通市,Small City,0.0,0.0,0.0,0.0,5349244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8248062782266623,1.5839229810211493,0.7834929510416662,75.91054129844434,,,0.0,0.012836814082573866,0.04975890465921773,0.006785394932024347,-0.28972630552429735,,
云南省,普洱市,Small City,0.0,0.0,0.0,0.0,2620927.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8575078681850326,1.82430619293936,0.8337768450305982,82.5163579841249,,,0.0,-0.0008270317311869224,0.0006874342173170955,0.0007641541023750698,0.21302476542707893,,
云南省,曲靖市,Medium-sized City,0.0,0.0,0.0,0.0,6027374.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7109465395369204,1.044099497918975,0.6245429135224503,58.49329136407745,,,0.0,-0.005107010398168854,-0.009757432784243791,-0.000934062756176246,0.3655586762043299,,
云南省,楚雄彝族自治州,Small City,680.0,0.0,0.0,0.0,2770359.0,680.0,0.0,680.0,2.454555528723895,0.0,2.454555528723895,0.0,0.7017919514334101,1.028101198388469,0.6141977521537065,54.11252742339926,,,0.0,-0.005100132914809707,-0.01672566792464858,-0.008520398753984693,-1.431812952368297,,
云南省,玉溪市,Medium-sized City,772.0,0.0,0.0,0.0,2395797.0,772.0,0.0,772.0,3.222309736592875,0.0,3.222309736592875,7.867782102106895,0.5512916146391402,0.5977548863169322,0.414939399867808,35.985285470334986,,,2.4447392578336116,-0.028653186388103657,-0.04275942512541209,-0.01269335006131933,0.3604797899013832,,
